,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,disclosure_date
2479,09/19/2019,Spouse,--,"JP Morgan Chase Step-up <div class=""text-muted""><em>Rate/Coupon:</em> 2.5%<br> <em>Matures:</em> 09/23/2029</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/2f4e395e-7637-45c7-a85a-72823a87918c/,10/01/2019
2480,09/19/2019,Spouse,--,"JPM Contingent Autocall on NVDA <div class=""text-muted""><em>Rate/Coupon:</em> 12.1%<br> <em>Matures:</em> 06/18/2020</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/2f4e395e-7637-45c7-a85a-72823a87918c/,10/01/2019
2481,09/19/2019,Spouse,--,"JPM Contingent Autocall on NVDA <div class=""text-muted""><em>Rate/Coupon:</em> 12.1%<br> <em>Matures:</em> 06/18/2020</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/2f4e395e-7637-45c7-a85a-72823a87918c/,10/01/2019
2482,09/19/2019,Spouse,--,"JP Morgan Chase Step-up <div class=""text-muted""><em>Rate/Coupon:</em> 2.5%<br> <em>Matures:</em> 09/23/2029</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/2f4e395e-7637-45c7-a85a-72823a87918c/,10/01/2019
2483,09/26/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2484,09/04/2019,Joint,CZR,Casars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2485,09/05/2019,Joint,CZR,Casars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2486,09/11/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2487,09/13/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2488,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2489,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2490,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2491,09/17/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2492,09/18/2019,Joint,ET,Energy Transfer LP,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2493,09/18/2019,Joint,WES,"Western Midstream Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2494,09/18/2019,Joint,WES,"Western Midstream Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2495,09/18/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2496,09/18/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2497,09/19/2019,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2498,09/19/2019,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2499,09/19/2019,Joint,DCP,"DCP Midstream, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2500,09/25/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2501,09/25/2019,Joint,SU,Suncor Energy Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c6302d00-ca70-47b4-82be-71cbd2c0ecf5/,09/30/2019
2502,08/29/2019,Self,--,"VICTORIA TEX INDPT SCH DIST ULTD TAX REF BDS 2016 (Exchanged) <br> VICTORIA TEX INDPT SCH DIST UNREFUNDED BALANCE-REF (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 02/15/2038</div>",Municipal Security,Exchange,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/bc5764cd-d819-4508-bfda-8b3931bcfeb6/,09/30/2019
2503,08/29/2019,Self,--,"VICTORIA TEX INDPT SCH DIST ULTD TAX REF BDS 2016 (Exchanged) <br> VICTORIA TEX INDPT SCH DIST PREREFUNDED-REF (Received) <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 02/15/2038</div>",Municipal Security,Exchange,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/bc5764cd-d819-4508-bfda-8b3931bcfeb6/,09/30/2019
2504,09/24/2019,Self,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/eefc9098-5599-4d95-9044-f7d0173034ce/,09/25/2019
2505,09/24/2019,Self,KTB,"Kontoor Brands, Inc.",Stock,Purchase,"$15,001 - $50,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/eefc9098-5599-4d95-9044-f7d0173034ce/,09/25/2019
2506,09/19/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard M Burr,https://efdsearch.senate.gov/search/view/paper/e4610adc-4743-470f-a267-232d0fd1d34f/,09/19/2019
2507,09/01/2019,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"A. Mitchell Mcconnell, Jr.",https://efdsearch.senate.gov/search/view/ptr/1867563f-44a7-41d0-8e2e-96ddf747eae4/,09/16/2019
2508,09/12/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,John Boozman,https://efdsearch.senate.gov/search/view/paper/23a66446-0a5f-4f04-8e57-da53c701b4c2/,09/12/2019
2509,08/01/2019,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/17f2fb92-a548-45bc-9033-bd6b50703caa/,09/11/2019
2510,08/15/2019,Spouse,CVET,"Covetrus, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6784a9a9-d791-451f-816e-e317349aace7/,09/10/2019
2511,08/20/2019,Spouse,AKAM,"Akamai Technologies, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/6784a9a9-d791-451f-816e-e317349aace7/,09/10/2019
2512,08/02/2019,Spouse,--,"CS Contingent Autocall GE <div class=""text-muted""><em>Rate/Coupon:</em> 14%<br> <em>Matures:</em> 02/06/2020</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f49c914a-c83f-42a3-9492-ba7dcdd5e0ce/,09/03/2019
2513,08/02/2019,Spouse,--,"CS Contingent Autocall GE <div class=""text-muted""><em>Rate/Coupon:</em> 14%<br> <em>Matures:</em> 02/06/2020</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/f49c914a-c83f-42a3-9492-ba7dcdd5e0ce/,09/03/2019
2514,08/26/2019,Joint,T,AT&amp;T Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2515,08/26/2019,Joint,T,AT&amp;T Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2516,08/22/2019,Joint,T,AT&amp;T Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2517,08/21/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2518,08/19/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2519,08/16/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2520,08/15/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2521,08/15/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2522,08/15/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2523,08/15/2019,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2524,08/15/2019,Joint,BMY,Bristol-Myers Squibb Company,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2525,08/14/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2526,08/14/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2527,08/13/2019,Joint,EXR,Extra Space Storage Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2528,08/13/2019,Joint,EXR,Extra Space Storage Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2529,08/12/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2530,08/09/2019,Joint,DIS,The Walt Disney Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2531,08/09/2019,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2532,08/09/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2533,08/09/2019,Joint,DIS,The Walt Disney Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2534,08/08/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2535,08/08/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2536,08/08/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2537,08/08/2019,Joint,M,"Macy's, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2538,08/07/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2539,08/07/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2540,08/07/2019,Joint,STT,State Street Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2541,08/06/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2542,08/06/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2543,08/05/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2544,08/05/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/a24f0a3a-e61d-44de-a775-36e7d0a14456/,09/03/2019
2545,08/21/2019,Self,--,"COOK CNTY ILL SCH DIST NO 157 GO REF BDS 2019 <div class=""text-muted""><em>Rate/Coupon:</em> 2.875%<br> <em>Matures:</em> 05/01/2039</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/f0f9e5f1-9983-4b0f-b1bb-37a6cee7ed7d/,09/03/2019
2546,07/29/2019,Self,--,"BROOKHAVEN GA DEV AUTH REV BDS CHILDRENS HLTHCARE OF ATLANTA 2019 A <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 07/01/2046</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Gary C Peters,https://efdsearch.senate.gov/search/view/ptr/f0f9e5f1-9983-4b0f-b1bb-37a6cee7ed7d/,09/03/2019
2547,08/30/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard Blumenthal,https://efdsearch.senate.gov/search/view/paper/573468dc-d6e1-4873-a3e8-cfbb9f3bb958/,08/30/2019
2548,08/14/2019,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ccc83b84-0a61-4fa2-81df-9ff472720511/,08/30/2019
2549,08/14/2019,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/ccc83b84-0a61-4fa2-81df-9ff472720511/,08/30/2019
2550,07/23/2019,Spouse,WAT,Waters Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/585f17d0-8851-4a92-8e8f-8ccf71dc7b1c/,08/26/2019
2551,07/23/2019,Spouse,CMCSA,Comcast Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/585f17d0-8851-4a92-8e8f-8ccf71dc7b1c/,08/26/2019
2552,08/22/2019,Self,DOW,Dow Inc.,Stock,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/5b5588c0-5433-408a-a8c9-3a1963c4e706/,08/23/2019
2553,08/19/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Dianne Feinstein,https://efdsearch.senate.gov/search/view/paper/b87fa874-b6df-4b65-9f67-3d17b08db2ca/,08/19/2019
2554,07/23/2019,Self,CVS,CVS Health Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/40116820-a759-432f-a37e-b8a118feae2d/,08/15/2019
2555,07/23/2019,Self,UPS,"United Parcel Service, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/40116820-a759-432f-a37e-b8a118feae2d/,08/15/2019
2556,08/13/2019,N/A,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,N/A,Unknown,,Richard Blumenthal,https://efdsearch.senate.gov/search/view/paper/1f722e86-cc10-49b9-8dcc-62fb6251fc5f/,08/13/2019
2557,10/19/2018,Self,ET,"Energy Transfer LP (Exchanged) <br> Energy Transfer Partners, L.P. (Received)",Stock,Exchange,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/80a7c16c-49b9-4b5a-aede-1acb63995cd4/,08/13/2019
2558,10/19/2018,Self,ETP,"Energy Transfer Partners, L.P. (Exchanged) <br> Energy Transfer LP (Received)",Stock,Exchange,"$1,001 - $15,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/80a7c16c-49b9-4b5a-aede-1acb63995cd4/,08/13/2019
2559,10/31/2018,Joint,BBT,"BB&amp;T Corporation <div class=""text-muted""><em>Rate/Coupon:</em> 5.25%<br> <em>Matures:</em> 11/01/2019</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/80a7c16c-49b9-4b5a-aede-1acb63995cd4/,08/13/2019
2560,07/03/2019,Self,--,"Hawthorne EB North Rivers, LLC <div class=""text-muted""> <em>Company:</em> Hawthorne EB North Rivers, LLC/The Promenade Northwoods &nbsp;(North Charleston, SC) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Real Estate</div>",Other Securities,Sale (Full),"$500,001 - $1,000,000","Underlying asset of Echo Bridge Realty Fund I, L.P.",Mark R Warner,https://efdsearch.senate.gov/search/view/ptr/85a752ed-7121-421f-8c1e-2a055fffe95e/,08/12/2019
2561,12/07/2018,Spouse,WMT,Walmart Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2562,12/07/2018,Spouse,SBUX,Starbucks Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2563,12/07/2018,Spouse,PG,The Procter &amp; Gamble Company,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2564,12/07/2018,Spouse,NVS,Novartis AG,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2565,12/07/2018,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2566,12/07/2018,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2567,12/07/2018,Spouse,MDT,Medtronic plc,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2568,12/07/2018,Spouse,FRT,Federal Realty Investment Trust,Stock,Sale (Full),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2569,12/07/2018,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2570,12/07/2018,Spouse,DIS,The Walt Disney Company,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2571,12/07/2018,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2572,12/07/2018,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2573,12/07/2018,Spouse,CVS,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2574,12/07/2018,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2575,12/07/2018,Spouse,AMGN,Amgen Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/aea94c0d-f18b-4ab7-bdac-95a0f3f04339/,08/07/2019
2576,07/18/2019,Joint,MALOX,"BlackRock Global Allocation Fund, Inc. Institution",Other Securities,Purchase,"$1,001 - $15,000",--,Daniel S Sullivan,https://efdsearch.senate.gov/search/view/ptr/cbd26d64-e82e-4abf-8e86-30e979445f66/,08/07/2019
